Entity,Code,Year,Annual CO₂ emissions
Namibia,NAM,2017,4098905
Namibia,NAM,2018,4209880
Namibia,NAM,2019,4238951
Namibia,NAM,2020,3832064
Namibia,NAM,2021,3900919
Namibia,NAM,2022,4084847
Namibia,NAM,2023,4174205.8
Nauru,NRU,1964,29312
Nauru,NRU,1965,32976
Nauru,NRU,1966,32976
Nauru,NRU,1967,47632
Nauru,NRU,1968,47632
Nauru,NRU,1969,65952
Nauru,NRU,1970,65952
Nauru,NRU,1971,87936
Nauru,NRU,1972,76944
Nauru,NRU,1973,84272
Nauru,NRU,1974,98928
Nauru,NRU,1975,102592
Nauru,NRU,1976,102592
Nauru,NRU,1977,113584
Nauru,NRU,1978,113584
Nauru,NRU,1979,113584
Nauru,NRU,1980,124576
Nauru,NRU,1981,124576
Nauru,NRU,1982,124576
Nauru,NRU,1983,124576
Nauru,NRU,1984,124576
Nauru,NRU,1985,124576
Nauru,NRU,1986,161216
Nauru,NRU,1987,157552
Nauru,NRU,1988,157552
Nauru,NRU,1989,157552
Nauru,NRU,1990,124576
Nauru,NRU,1991,124576
Nauru,NRU,1992,120912
Nauru,NRU,1993,113584
Nauru,NRU,1994,109920
Nauru,NRU,1995,106256
Nauru,NRU,1996,102592
Nauru,NRU,1997,102592
Nauru,NRU,1998,98928
Nauru,NRU,1999,91600
Nauru,NRU,2000,84272
Nauru,NRU,2001,80608
Nauru,NRU,2002,76944
Nauru,NRU,2003,65952
Nauru,NRU,2004,65952
Nauru,NRU,2005,62288
Nauru,NRU,2006,43968
Nauru,NRU,2007,43968
Nauru,NRU,2008,43968
Nauru,NRU,2009,40304
Nauru,NRU,2010,43968
Nauru,NRU,2011,40304
Nauru,NRU,2012,43968
Nauru,NRU,2013,47632
Nauru,NRU,2014,51296
Nauru,NRU,2015,54960
Nauru,NRU,2016,51296
Nauru,NRU,2017,54960
Nauru,NRU,2018,54960
Nauru,NRU,2019,54960
Nauru,NRU,2020,51296
Nauru,NRU,2021,54960
Nauru,NRU,2022,56276
Nauru,NRU,2023,57499
Nepal,NPL,1950,25648
Nepal,NPL,1951,29312
Nepal,NPL,1952,29312
Nepal,NPL,1953,36640
Nepal,NPL,1954,40304
Nepal,NPL,1955,43968
Nepal,NPL,1956,47632
Nepal,NPL,1957,54960
Nepal,NPL,1958,58624
Nepal,NPL,1959,65952
Nepal,NPL,1960,80608
Nepal,NPL,1961,80608
Nepal,NPL,1962,87936
Nepal,NPL,1963,98928
Nepal,NPL,1964,150224
Nepal,NPL,1965,179536
Nepal,NPL,1966,190528
Nepal,NPL,1967,212512
Nepal,NPL,1968,252815.98
Nepal,NPL,1969,399376
Nepal,NPL,1970,227168
Nepal,NPL,1971,197856
Nepal,NPL,1972,267472
Nepal,NPL,1973,421360
Nepal,NPL,1974,424875
Nepal,NPL,1975,351714
Nepal,NPL,1976,281839
Nepal,NPL,1977,336399
Nepal,NPL,1978,328981
Nepal,NPL,1979,512359.97
Nepal,NPL,1980,541295
Nepal,NPL,1981,453186
Nepal,NPL,1982,442361
Nepal,NPL,1983,492418
Nepal,NPL,1984,701424
Nepal,NPL,1985,676018
Nepal,NPL,1986,697014
Nepal,NPL,1987,860680
Nepal,NPL,1988,975970
Nepal,NPL,1989,893564
Nepal,NPL,1990,721436
Nepal,NPL,1991,1026311.06
Nepal,NPL,1992,1232929
Nepal,NPL,1993,1397333
Nepal,NPL,1994,1619432
Nepal,NPL,1995,2308915
Nepal,NPL,1996,2352779
Nepal,NPL,1997,2641111
Nepal,NPL,1998,2223327
Nepal,NPL,1999,3191083
Nepal,NPL,2000,3037431
Nepal,NPL,2001,3236078
Nepal,NPL,2002,2596383
Nepal,NPL,2003,2810383
Nepal,NPL,2004,2582410
Nepal,NPL,2005,2986772
Nepal,NPL,2006,2456469
Nepal,NPL,2007,2570341
Nepal,NPL,2008,3351788
Nepal,NPL,2009,4129352
Nepal,NPL,2010,4824304
Nepal,NPL,2011,5220429
Nepal,NPL,2012,5470253
Nepal,NPL,2013,6217840
Nepal,NPL,2014,7591334
Nepal,NPL,2015,6904657
Nepal,NPL,2016,10088048
Nepal,NPL,2017,12419776
Nepal,NPL,2018,13999045
Nepal,NPL,2019,12750490
Nepal,NPL,2020,15631550
Nepal,NPL,2021,15723567
Nepal,NPL,2022,16088978
Nepal,NPL,2023,16677210
Netherlands,NLD,1846,2868912
Netherlands,NLD,1847,3869184
Netherlands,NLD,1848,3649344
Netherlands,NLD,1849,3330576
Netherlands,NLD,1850,3136384
Netherlands,NLD,1851,3118064
Netherlands,NLD,1852,3762928
Netherlands,NLD,1853,4169632
Netherlands,NLD,1854,5946672
Netherlands,NLD,1855,4649616
Netherlands,NLD,1856,4722896
Netherlands,NLD,1857,4217264
Netherlands,NLD,1858,3707968
Netherlands,NLD,1859,3524768
Netherlands,NLD,1860,4796176
Netherlands,NLD,1861,4404128
Netherlands,NLD,1862,5671872
Netherlands,NLD,1863,4085360
Netherlands,NLD,1864,3403856
Netherlands,NLD,1865,3847200
Netherlands,NLD,1866,4217264
Netherlands,NLD,1867,4041391.8
Netherlands,NLD,1868,4239248
Netherlands,NLD,1869,4371152
Netherlands,NLD,1870,4942736
Netherlands,NLD,1871,4979376
Netherlands,NLD,1872,5331120
Netherlands,NLD,1873,5140592
Netherlands,NLD,1874,4741216
Netherlands,NLD,1875,5419056
Netherlands,NLD,1876,6210480
Netherlands,NLD,1877,6309408
Netherlands,NLD,1878,6686800
Netherlands,NLD,1879,7210752
Netherlands,NLD,1880,7972864
Netherlands,NLD,1881,8027824.5
Netherlands,NLD,1882,8130416
Netherlands,NLD,1883,9009776
Netherlands,NLD,1884,9017104
Netherlands,NLD,1885,9420144
Netherlands,NLD,1886,9618000
Netherlands,NLD,1887,9786544
Netherlands,NLD,1888,10860096
Netherlands,NLD,1889,10610944
Netherlands,NLD,1890,10284848
Netherlands,NLD,1891,11908000
Netherlands,NLD,1892,11321760
Netherlands,NLD,1893,11460992
Netherlands,NLD,1894,11618544
Netherlands,NLD,1895,11625872
Netherlands,NLD,1896,12494240
Netherlands,NLD,1897,13102464
Netherlands,NLD,1898,12933920
Netherlands,NLD,1899,13278336
Netherlands,NLD,1900,14634016
Netherlands,NLD,1901,14311584
Netherlands,NLD,1902,14300592
Netherlands,NLD,1903,15297200
Netherlands,NLD,1904,16165567
Netherlands,NLD,1905,16594255
Netherlands,NLD,1906,18056192
Netherlands,NLD,1907,18576480
Netherlands,NLD,1908,18920896
Netherlands,NLD,1909,19917504
Netherlands,NLD,1910,20833504
Netherlands,NLD,1911,22079264
Netherlands,NLD,1912,24922528
Netherlands,NLD,1913,27549616
Netherlands,NLD,1914,25823872
Netherlands,NLD,1915,24534144
Netherlands,NLD,1916,22398032
Netherlands,NLD,1917,8654368
Netherlands,NLD,1918,14527760
Netherlands,NLD,1919,21980336
Netherlands,NLD,1920,22170864
Netherlands,NLD,1921,23233424
Netherlands,NLD,1922,27271152
Netherlands,NLD,1923,27197872
Netherlands,NLD,1924,30594400
Netherlands,NLD,1925,33591550
Netherlands,NLD,1926,34328016
Netherlands,NLD,1927,37966370
Netherlands,NLD,1928,38006670
Netherlands,NLD,1929,41266770
Netherlands,NLD,1930,40779430
Netherlands,NLD,1931,44956480
Netherlands,NLD,1932,41416816
Netherlands,NLD,1933,38569470
Netherlands,NLD,1934,38627948
Netherlands,NLD,1935,37265090
Netherlands,NLD,1936,39892000
Netherlands,NLD,1937,43999190
Netherlands,NLD,1938,43306636
Netherlands,NLD,1939,40701176
Netherlands,NLD,1940,33437664
Netherlands,NLD,1941,37125440
Netherlands,NLD,1942,34594000
Netherlands,NLD,1943,34927456
Netherlands,NLD,1944,23335154
Netherlands,NLD,1945,14651415
Netherlands,NLD,1946,31102062
Netherlands,NLD,1947,44603428
Netherlands,NLD,1948,47263220
Netherlands,NLD,1949,50498684
Netherlands,NLD,1950,51286268
Netherlands,NLD,1951,54968172
Netherlands,NLD,1952,54714880
Netherlands,NLD,1953,55264296
Netherlands,NLD,1954,58392910
Netherlands,NLD,1955,60986490
Netherlands,NLD,1956,65078550
Netherlands,NLD,1957,64407770
Netherlands,NLD,1958,66690260
Netherlands,NLD,1959,67118000
Netherlands,NLD,1960,73437600
Netherlands,NLD,1961,75818780
Netherlands,NLD,1962,83281900
Netherlands,NLD,1963,91144584
Netherlands,NLD,1964,96776600
Netherlands,NLD,1965,100403576
Netherlands,NLD,1966,103557510
Netherlands,NLD,1967,106682160
Netherlands,NLD,1968,113445550
Netherlands,NLD,1969,115802060
Netherlands,NLD,1970,141803300
Netherlands,NLD,1971,140666140
Netherlands,NLD,1972,157495360
Netherlands,NLD,1973,165259840
Netherlands,NLD,1974,159985140
Netherlands,NLD,1975,152525440
Netherlands,NLD,1976,169130820
Netherlands,NLD,1977,163605650
Netherlands,NLD,1978,169793040
Netherlands,NLD,1979,187007060
Netherlands,NLD,1980,176631780
Netherlands,NLD,1981,164109810
Netherlands,NLD,1982,133487120
Netherlands,NLD,1983,137357330
Netherlands,NLD,1984,144072860
Netherlands,NLD,1985,146980000
Netherlands,NLD,1986,144014380
Netherlands,NLD,1987,151480370
Netherlands,NLD,1988,145602740
Netherlands,NLD,1989,161664220
Netherlands,NLD,1990,162796930
Netherlands,NLD,1991,171193500
Netherlands,NLD,1992,170996980
Netherlands,NLD,1993,170964500
Netherlands,NLD,1994,171730580
Netherlands,NLD,1995,173260980
Netherlands,NLD,1996,182322610
Netherlands,NLD,1997,175247140
Netherlands,NLD,1998,176178670
Netherlands,NLD,1999,170835470
Netherlands,NLD,2000,171936060
Netherlands,NLD,2001,177246850
Netherlands,NLD,2002,176525380
Netherlands,NLD,2003,179964300
Netherlands,NLD,2004,181892290
Netherlands,NLD,2005,177931340
Netherlands,NLD,2006,173085150
Netherlands,NLD,2007,172833020
Netherlands,NLD,2008,175705260
Netherlands,NLD,2009,170234050
Netherlands,NLD,2010,182288820
Netherlands,NLD,2011,169161580
Netherlands,NLD,2012,165575020
Netherlands,NLD,2013,164757580
Netherlands,NLD,2014,157342270
Netherlands,NLD,2015,163743250
Netherlands,NLD,2016,164607870
Netherlands,NLD,2017,162077660
Netherlands,NLD,2018,158042200
Netherlands,NLD,2019,152422300
Netherlands,NLD,2020,136670080
Netherlands,NLD,2021,139683650
Netherlands,NLD,2022,127241000
Netherlands,NLD,2023,118668370
New Caledonia,NCL,1950,219840
New Caledonia,NCL,1951,282128
New Caledonia,NCL,1952,472656
New Caledonia,NCL,1953,399376
New Caledonia,NCL,1954,520288
New Caledonia,NCL,1955,699824
New Caledonia,NCL,1956,1165152
New Caledonia,NCL,1957,1066224
New Caledonia,NCL,1958,740128
New Caledonia,NCL,1959,589904
New Caledonia,NCL,1960,861040
New Caledonia,NCL,1961,886688
New Caledonia,NCL,1962,564256
New Caledonia,NCL,1963,619216
New Caledonia,NCL,1964,1099200
New Caledonia,NCL,1965,1231104
New Caledonia,NCL,1966,1509568
New Caledonia,NCL,1967,1472928
New Caledonia,NCL,1968,1839328
New Caledonia,NCL,1969,1557200
New Caledonia,NCL,1970,2392592
New Caledonia,NCL,1971,2418240
New Caledonia,NCL,1972,1703760
New Caledonia,NCL,1973,2597568
New Caledonia,NCL,1974,2780709
New Caledonia,NCL,1975,2527922
New Caledonia,NCL,1976,2388422
New Caledonia,NCL,1977,2138972
New Caledonia,NCL,1978,1541285
New Caledonia,NCL,1979,1639872
New Caledonia,NCL,1980,1998603
New Caledonia,NCL,1981,1390324
New Caledonia,NCL,1982,1261786
New Caledonia,NCL,1983,1151198
New Caledonia,NCL,1984,1202153
New Caledonia,NCL,1985,1450955
New Caledonia,NCL,1986,1400822
New Caledonia,NCL,1987,1454488
New Caledonia,NCL,1988,1501239
New Caledonia,NCL,1989,1639517
New Caledonia,NCL,1990,1576355
New Caledonia,NCL,1991,1758618
New Caledonia,NCL,1992,1575469
New Caledonia,NCL,1993,1828244
New Caledonia,NCL,1994,1971181
New Caledonia,NCL,1995,2063132
New Caledonia,NCL,1996,2183915
New Caledonia,NCL,1997,1817470
New Caledonia,NCL,1998,1810016
New Caledonia,NCL,1999,2055504.1
New Caledonia,NCL,2000,2220454
New Caledonia,NCL,2001,1876642
New Caledonia,NCL,2002,2392238
New Caledonia,NCL,2003,2725557
New Caledonia,NCL,2004,2514913
New Caledonia,NCL,2005,2809699
New Caledonia,NCL,2006,2706642
New Caledonia,NCL,2007,2926788
New Caledonia,NCL,2008,2848035
New Caledonia,NCL,2009,3035808
New Caledonia,NCL,2010,3657625
New Caledonia,NCL,2011,3694428
New Caledonia,NCL,2012,3705562
New Caledonia,NCL,2013,3970129
New Caledonia,NCL,2014,5009068
New Caledonia,NCL,2015,4876909
New Caledonia,NCL,2016,5481737
New Caledonia,NCL,2017,5583765
New Caledonia,NCL,2018,5913008
New Caledonia,NCL,2019,5672867
New Caledonia,NCL,2020,5109173
New Caledonia,NCL,2021,4536780
New Caledonia,NCL,2022,5115215
New Caledonia,NCL,2023,5067623
New Zealand,NZL,1750,0
New Zealand,NZL,1751,0
New Zealand,NZL,1752,0
New Zealand,NZL,1753,0
New Zealand,NZL,1754,0
New Zealand,NZL,1755,0
New Zealand,NZL,1756,0
New Zealand,NZL,1757,0
New Zealand,NZL,1758,0
New Zealand,NZL,1759,0
New Zealand,NZL,1760,0
New Zealand,NZL,1761,0
New Zealand,NZL,1762,0
New Zealand,NZL,1763,0
New Zealand,NZL,1764,0
New Zealand,NZL,1765,0
New Zealand,NZL,1766,0
New Zealand,NZL,1767,0
New Zealand,NZL,1768,0
New Zealand,NZL,1769,0
New Zealand,NZL,1770,0
New Zealand,NZL,1771,0
New Zealand,NZL,1772,0
New Zealand,NZL,1773,0
New Zealand,NZL,1774,0
New Zealand,NZL,1775,0
New Zealand,NZL,1776,0
New Zealand,NZL,1777,0
New Zealand,NZL,1778,0
New Zealand,NZL,1779,0
New Zealand,NZL,1780,0
New Zealand,NZL,1781,0
New Zealand,NZL,1782,0
New Zealand,NZL,1783,0
New Zealand,NZL,1784,0
New Zealand,NZL,1785,0
New Zealand,NZL,1786,0
New Zealand,NZL,1787,0
New Zealand,NZL,1788,0
New Zealand,NZL,1789,0
New Zealand,NZL,1790,0
New Zealand,NZL,1791,0
New Zealand,NZL,1792,0
New Zealand,NZL,1793,0
New Zealand,NZL,1794,0
New Zealand,NZL,1795,0
New Zealand,NZL,1796,0
New Zealand,NZL,1797,0
New Zealand,NZL,1798,0
New Zealand,NZL,1799,0
New Zealand,NZL,1800,0
New Zealand,NZL,1801,0
New Zealand,NZL,1802,0
New Zealand,NZL,1803,0
New Zealand,NZL,1804,0
New Zealand,NZL,1805,0
New Zealand,NZL,1806,0
New Zealand,NZL,1807,0
New Zealand,NZL,1808,0
New Zealand,NZL,1809,0
New Zealand,NZL,1810,0
New Zealand,NZL,1811,0
New Zealand,NZL,1812,0
New Zealand,NZL,1813,0
New Zealand,NZL,1814,0
New Zealand,NZL,1815,0
New Zealand,NZL,1816,0
New Zealand,NZL,1817,0
New Zealand,NZL,1818,0
New Zealand,NZL,1819,0
New Zealand,NZL,1820,0
New Zealand,NZL,1821,0
New Zealand,NZL,1822,0
New Zealand,NZL,1823,0
New Zealand,NZL,1824,0
New Zealand,NZL,1825,0
New Zealand,NZL,1826,0
New Zealand,NZL,1827,0
New Zealand,NZL,1828,0
New Zealand,NZL,1829,0
New Zealand,NZL,1830,0
New Zealand,NZL,1831,0
New Zealand,NZL,1832,0
New Zealand,NZL,1833,0
New Zealand,NZL,1834,0
New Zealand,NZL,1835,0
New Zealand,NZL,1836,0
New Zealand,NZL,1837,0
New Zealand,NZL,1838,0
New Zealand,NZL,1839,0
New Zealand,NZL,1840,0
New Zealand,NZL,1841,0
New Zealand,NZL,1842,0
New Zealand,NZL,1843,0
New Zealand,NZL,1844,0
New Zealand,NZL,1845,0
New Zealand,NZL,1846,0
New Zealand,NZL,1847,0
New Zealand,NZL,1848,0
New Zealand,NZL,1849,0
New Zealand,NZL,1850,0
New Zealand,NZL,1851,0
New Zealand,NZL,1852,0
New Zealand,NZL,1853,0
New Zealand,NZL,1854,0
New Zealand,NZL,1855,0
New Zealand,NZL,1856,0
New Zealand,NZL,1857,0
New Zealand,NZL,1858,0
New Zealand,NZL,1859,0
New Zealand,NZL,1860,0
New Zealand,NZL,1861,0
New Zealand,NZL,1862,0
New Zealand,NZL,1863,0
New Zealand,NZL,1864,0
New Zealand,NZL,1865,0
New Zealand,NZL,1866,0
New Zealand,NZL,1867,0
New Zealand,NZL,1868,0
New Zealand,NZL,1869,0
New Zealand,NZL,1870,0
New Zealand,NZL,1871,0
New Zealand,NZL,1872,0
New Zealand,NZL,1873,0
New Zealand,NZL,1874,0
New Zealand,NZL,1875,0
New Zealand,NZL,1876,0
New Zealand,NZL,1877,0
New Zealand,NZL,1878,355408
New Zealand,NZL,1879,505631.97
New Zealand,NZL,1880,655856
New Zealand,NZL,1881,736464
New Zealand,NZL,1882,828064
New Zealand,NZL,1883,926992
New Zealand,NZL,1884,1058896
New Zealand,NZL,1885,1128512
New Zealand,NZL,1886,1179808
New Zealand,NZL,1887,1238432
New Zealand,NZL,1888,1363008
New Zealand,NZL,1889,1311712
New Zealand,NZL,1890,1421632
New Zealand,NZL,1891,1491248
New Zealand,NZL,1892,1502240
New Zealand,NZL,1893,1542544
New Zealand,NZL,1894,1608496
New Zealand,NZL,1895,1623152
New Zealand,NZL,1896,1769712
New Zealand,NZL,1897,1875968
New Zealand,NZL,1898,2022527.9
New Zealand,NZL,1899,2176416
New Zealand,NZL,1900,2440224
New Zealand,NZL,1901,2740672
New Zealand,NZL,1902,3041120
New Zealand,NZL,1903,3169360
New Zealand,NZL,1904,3433168
New Zealand,NZL,1905,3539424
New Zealand,NZL,1906,3861856
New Zealand,NZL,1907,4085360
New Zealand,NZL,1908,4151311.8
New Zealand,NZL,1909,4264896
New Zealand,NZL,1910,4902432
New Zealand,NZL,1911,4609312
New Zealand,NZL,1912,4862128
New Zealand,NZL,1913,4213600
New Zealand,NZL,1914,5081968
New Zealand,NZL,1915,4931744
New Zealand,NZL,1916,5038000
New Zealand,NZL,1917,4616640
New Zealand,NZL,1918,4543360
New Zealand,NZL,1919,4129327.8
New Zealand,NZL,1920,3557744
New Zealand,NZL,1921,3499120
New Zealand,NZL,1922,3561408
New Zealand,NZL,1923,3836208
New Zealand,NZL,1924,3990096
New Zealand,NZL,1925,4089024
New Zealand,NZL,1926,4272224
New Zealand,NZL,1927,4495728
New Zealand,NZL,1928,4714737
New Zealand,NZL,1929,4894302
New Zealand,NZL,1930,4865019
New Zealand,NZL,1931,4238625
New Zealand,NZL,1932,3538830
New Zealand,NZL,1933,3546040
New Zealand,NZL,1934,3982768
New Zealand,NZL,1935,4150807
New Zealand,NZL,1936,4176335.8
New Zealand,NZL,1937,4381431
New Zealand,NZL,1938,4245685
New Zealand,NZL,1939,4461801
New Zealand,NZL,1940,4758645
New Zealand,NZL,1941,5000469
New Zealand,NZL,1942,5095733
New Zealand,NZL,1943,5370503
New Zealand,NZL,1944,5469431
New Zealand,NZL,1945,5619624
New Zealand,NZL,1946,5531719
New Zealand,NZL,1947,5451141
New Zealand,NZL,1948,5502318
New Zealand,NZL,1949,5608545
New Zealand,NZL,1950,8569056
New Zealand,NZL,1951,8170066
New Zealand,NZL,1952,9320146
New Zealand,NZL,1953,8550647
New Zealand,NZL,1954,9067093
New Zealand,NZL,1955,9392832
New Zealand,NZL,1956,9674811
New Zealand,NZL,1957,10304663
New Zealand,NZL,1958,10179998
New Zealand,NZL,1959,10319230
New Zealand,NZL,1960,11531776
New Zealand,NZL,1961,11755131
New Zealand,NZL,1962,11198292
New Zealand,NZL,1963,12216528
New Zealand,NZL,1964,13091956
New Zealand,NZL,1965,13685286
New Zealand,NZL,1966,14000272
New Zealand,NZL,1967,13626782
New Zealand,NZL,1968,13473102
New Zealand,NZL,1969,14257049
New Zealand,NZL,1970,14179986
New Zealand,NZL,1971,15049003
New Zealand,NZL,1972,16189594
New Zealand,NZL,1973,18200338
New Zealand,NZL,1974,18759972
New Zealand,NZL,1975,18270304
New Zealand,NZL,1976,19248512
New Zealand,NZL,1977,20313414
New Zealand,NZL,1978,18024024
New Zealand,NZL,1979,16494432
New Zealand,NZL,1980,17478874
New Zealand,NZL,1981,16560961
New Zealand,NZL,1982,18270238
New Zealand,NZL,1983,17998090
New Zealand,NZL,1984,19336614
New Zealand,NZL,1985,21857954
New Zealand,NZL,1986,22945982
New Zealand,NZL,1987,24165260
New Zealand,NZL,1988,25449338
New Zealand,NZL,1989,25453206
New Zealand,NZL,1990,25497218
New Zealand,NZL,1991,26175920
New Zealand,NZL,1992,28162450
New Zealand,NZL,1993,27754740
New Zealand,NZL,1994,27895360
New Zealand,NZL,1995,28000622
New Zealand,NZL,1996,29300678
New Zealand,NZL,1997,31274490
New Zealand,NZL,1998,29853020
New Zealand,NZL,1999,31460674
New Zealand,NZL,2000,32241040
New Zealand,NZL,2001,34378748
New Zealand,NZL,2002,34541836
New Zealand,NZL,2003,36243228
New Zealand,NZL,2004,35836710
New Zealand,NZL,2005,37425184
New Zealand,NZL,2006,37329750
New Zealand,NZL,2007,36408524
New Zealand,NZL,2008,37506350
New Zealand,NZL,2009,34617450
New Zealand,NZL,2010,34807764
New Zealand,NZL,2011,34262132
New Zealand,NZL,2012,35941320
New Zealand,NZL,2013,35237916
New Zealand,NZL,2014,35435070
New Zealand,NZL,2015,35802200
New Zealand,NZL,2016,34145530
New Zealand,NZL,2017,35684560
New Zealand,NZL,2018,35702510
New Zealand,NZL,2019,36731820
New Zealand,NZL,2020,34022760
New Zealand,NZL,2021,34322604
New Zealand,NZL,2022,31610088
New Zealand,NZL,2023,30119236
Nicaragua,NIC,1870,0
Nicaragua,NIC,1871,8
Nicaragua,NIC,1872,8
Nicaragua,NIC,1873,23
Nicaragua,NIC,1874,62
Nicaragua,NIC,1875,26
Nicaragua,NIC,1876,28
Nicaragua,NIC,1877,87
Nicaragua,NIC,1878,513
Nicaragua,NIC,1879,887
Nicaragua,NIC,1880,516
Nicaragua,NIC,1881,87
Nicaragua,NIC,1882,77
Nicaragua,NIC,1883,641
Nicaragua,NIC,1884,1652
Nicaragua,NIC,1885,1077
Nicaragua,NIC,1886,336
Nicaragua,NIC,1887,913
Nicaragua,NIC,1888,1624
Nicaragua,NIC,1889,6915
Nicaragua,NIC,1890,16858
Nicaragua,NIC,1891,28092
Nicaragua,NIC,1892,21965
Nicaragua,NIC,1893,11067
Nicaragua,NIC,1894,13399
Nicaragua,NIC,1895,9785
Nicaragua,NIC,1896,5499
Nicaragua,NIC,1897,5325
Nicaragua,NIC,1898,5432
Nicaragua,NIC,1899,5837
Nicaragua,NIC,1900,6858
Nicaragua,NIC,1901,8115
Nicaragua,NIC,1902,7710
Nicaragua,NIC,1903,7902
Nicaragua,NIC,1904,7266
Nicaragua,NIC,1905,6240
Nicaragua,NIC,1906,6038
Nicaragua,NIC,1907,4922
Nicaragua,NIC,1908,4440
Nicaragua,NIC,1909,4399
Nicaragua,NIC,1910,4896
Nicaragua,NIC,1911,6668
Nicaragua,NIC,1912,5314
Nicaragua,NIC,1913,3678
Nicaragua,NIC,1914,3988
Nicaragua,NIC,1915,3982.9998
Nicaragua,NIC,1916,5535
Nicaragua,NIC,1917,7397
Nicaragua,NIC,1918,6751
Nicaragua,NIC,1919,5737
Nicaragua,NIC,1920,2970
Nicaragua,NIC,1921,4771
Nicaragua,NIC,1922,2649
Nicaragua,NIC,1923,9297
Nicaragua,NIC,1924,14042
Nicaragua,NIC,1925,6786
Nicaragua,NIC,1926,17194
Nicaragua,NIC,1927,2626
Nicaragua,NIC,1928,1403
Nicaragua,NIC,1929,957
Nicaragua,NIC,1930,544
Nicaragua,NIC,1931,354
Nicaragua,NIC,1932,195
Nicaragua,NIC,1933,357
Nicaragua,NIC,1934,192
Nicaragua,NIC,1935,267
Nicaragua,NIC,1936,344
Nicaragua,NIC,1937,459
Nicaragua,NIC,1938,154
Nicaragua,NIC,1939,192
Nicaragua,NIC,1940,192
Nicaragua,NIC,1941,231
Nicaragua,NIC,1942,0
Nicaragua,NIC,1943,7882
Nicaragua,NIC,1944,3939
Nicaragua,NIC,1945,7422
Nicaragua,NIC,1946,3634
Nicaragua,NIC,1947,7422
Nicaragua,NIC,1948,7574
Nicaragua,NIC,1949,7612
Nicaragua,NIC,1950,190661
Nicaragua,NIC,1951,201431
Nicaragua,NIC,1952,274711
Nicaragua,NIC,1953,285703
Nicaragua,NIC,1954,315015
Nicaragua,NIC,1955,391929
Nicaragua,NIC,1956,377214
Nicaragua,NIC,1957,417518
Nicaragua,NIC,1958,600747
Nicaragua,NIC,1959,479835
Nicaragua,NIC,1960,531161
Nicaragua,NIC,1961,560443
Nicaragua,NIC,1962,659342
Nicaragua,NIC,1963,842512
Nicaragua,NIC,1964,948738
Nicaragua,NIC,1965,780165
Nicaragua,NIC,1966,959641
Nicaragua,NIC,1967,1080494
Nicaragua,NIC,1968,1230688
Nicaragua,NIC,1969,1285618
Nicaragua,NIC,1970,1402807
Nicaragua,NIC,1971,1505429
Nicaragua,NIC,1972,1604357
Nicaragua,NIC,1973,1827563
Nicaragua,NIC,1974,1948297
Nicaragua,NIC,1975,1926551
Nicaragua,NIC,1976,2222175
Nicaragua,NIC,1977,2833110
Nicaragua,NIC,1978,2627462
Nicaragua,NIC,1979,1709257
Nicaragua,NIC,1980,2022342.9
Nicaragua,NIC,1981,2134854
Nicaragua,NIC,1982,2110702
Nicaragua,NIC,1983,1996688
Nicaragua,NIC,1984,1846034
Nicaragua,NIC,1985,1984836
Nicaragua,NIC,1986,2255542
Nicaragua,NIC,1987,2430984
Nicaragua,NIC,1988,2240026
Nicaragua,NIC,1989,1468317
Nicaragua,NIC,1990,2043946
Nicaragua,NIC,1991,1986324
Nicaragua,NIC,1992,2372617
Nicaragua,NIC,1993,2282398
Nicaragua,NIC,1994,2517961
Nicaragua,NIC,1995,2755058
Nicaragua,NIC,1996,2847245
Nicaragua,NIC,1997,3114466
Nicaragua,NIC,1998,3392724
Nicaragua,NIC,1999,3597173
Nicaragua,NIC,2000,3721323
Nicaragua,NIC,2001,3921750
Nicaragua,NIC,2002,3989804
Nicaragua,NIC,2003,4335245
Nicaragua,NIC,2004,4377836
Nicaragua,NIC,2005,4270109
Nicaragua,NIC,2006,4418076
Nicaragua,NIC,2007,4550682
Nicaragua,NIC,2008,4365500
Nicaragua,NIC,2009,4445091
Nicaragua,NIC,2010,4467845
Nicaragua,NIC,2011,4805903
Nicaragua,NIC,2012,4549767
Nicaragua,NIC,2013,4605408
Nicaragua,NIC,2014,4745122
Nicaragua,NIC,2015,5430953
Nicaragua,NIC,2016,5406146
Nicaragua,NIC,2017,5461305
Nicaragua,NIC,2018,5199214
Nicaragua,NIC,2019,5222552
Nicaragua,NIC,2020,4660471
Nicaragua,NIC,2021,5144894
Nicaragua,NIC,2022,5296130
Nicaragua,NIC,2023,5588379
Niger,NER,1950,28373
Niger,NER,1951,23724
Niger,NER,1952,26530
Niger,NER,1953,22041
Niger,NER,1954,25969
Niger,NER,1955,25888
Niger,NER,1956,29976
Niger,NER,1957,30697
Niger,NER,1958,25648
Niger,NER,1959,21984
Niger,NER,1960,29312
Niger,NER,1961,54960
Niger,NER,1962,65952
Niger,NER,1963,87936
Niger,NER,1964,95264
Niger,NER,1965,91600
Niger,NER,1966,135509
Niger,NER,1967,131815
Niger,NER,1968,161127
Niger,NER,1969,190439
Niger,NER,1970,216057
Niger,NER,1971,230371
Niger,NER,1972,252013
Niger,NER,1973,326897
Niger,NER,1974,288341
Niger,NER,1975,332509
Niger,NER,1976,330710
Niger,NER,1977,363259
Niger,NER,1978,413413
Niger,NER,1979,475987
Niger,NER,1980,566275
